"","id","lang","purpose"
"3852","s20835","hun","Felmérje a szövegértést, valamint, hogyan dolgozzuk fel azt, hogy mások hogyan érzékelik a világot, bele tudjuk e helyezni magunkat mások szemszögébe."
"3853","s20837","hun","hogy felmérjék az emberek szövegértési képességét, és a szavak súlyát, és azoknak ellentétét."
"3854","s20838","hun","Szövegértés vizsgálata."
"3855","s20840","hun","Felmérje, hogy mit gondolunk arról, hogy mi játszódik le másik fejében egy szituáció alatt, a részleteket ismerve"
"3856","s20841","hun","Hogy szemléltesse a szituációkat, amikor az emberek meg vannak róla győződve, hogy amit tudnak, az valóban úgy van, ám valójában tudtukon kívül hamis információ birtokában vannak. "
"3857","s20843","hun","A meggyőződést vizsgálta."
"3858","s20845","hun","Megfigyelni az emberek gondolkodását azzal kapcsolatban mi az amit tudunk, biztosan tudunk, vagy csak úgy hisszük hogy tudunk."
"3859","s20846","hun","felmérjék az emberek gondolatait abban az esetben ha valaki véletlenül hibásan vélekedik egy dologról esetleg tudatlanságból."
"3860","s20847","hun","Szövegértés, hozzá állás az embereknek bizonyos megfogalmazásokhoz."
"3861","s20851","hun","MIlyen hatással van ránk egy egy szöveg megfogalmazása, emnnyire tud megtévesztő lenni a fogalmazás."
"3862","s20855","hun","Nem teljesen egyértelmű szövegek feldolgozása, értelmezése."
"3863","s20858","hun","Véleményem szerint ez a kutatás felméri, hogy mennyire tudunk odafigylni egy-egy szöveggel, információkkal kapcsolatban, illetve próbára teszi az ítélőképességet."
"3864","s20861","hun","A sejtett és valós információ bizonyossága szubjektív értelemben."
"3865","s20864","hun","Szövegértés és paradigmák vizsgálata"
"3866","s20865","hun","A szövegekbe rejtett apró nyelvi utalások megértésének vizsgálata."
"3867","s20866","hun","Talán az, hogy fényt derítsen arra, hogy különböző emberek hogyan értelmezik a szöveget, és az utána feltett kérdéseket. "
"3868","s20869","hun","ítélő képességet vizsgált olvasott szöveg értelmezés alapján."
"3869","s20870","hun","A tudásról alkotott elképzeléseink feltárása, a szöveg megértése, a szöveg feldolgozásának módja."
"3870","s20872","hun","Hogyan lehet egy szöveget értelmezni, vagy esetleg, hogyan értelmezheti minden ember másképpen a szöveget."
"3871","s20874","hun","Szövegek értelmezése, összefüggések a gondolt, elvárt, és valódi információk között."
"3872","s20875","hun","Fogalmam sincs."
"3873","s20879","hun","Egy szöveget milyen nyelvi módon értelmezünk "
"3874","s20881","hun","Szerintem azt próbálja felderíteni, hogy hogyan lehet egy ember gondolatait egy szöveg segítségével befolyásolni. Esetleg reklámokhoz, vagy a kommunikáció javítása (meggyőzés) érdekében lehet hasznos. "
"3875","s20882","hun","Szövegkörnyezet vizsgálata és az abban használt nyelvi elemeké"
"3876","s20887","hun","Felmérjék a szabad gondolkodásunkat és véleményeinket a feladatok során."
"3877","s20890","hun","Talán az, hogy ki hogyan értelmez egy szöveget, mit szűr le belőle. 
Az hogy mennyire befolyásoló tényező az, mikor az embernek döntést kell hoznia olyan kérdések megválaszolásában, mikor az olvasandó szöveg szereplői tudatosan cselekednek ám emellett egyéb környezeti tényezők is közrejátszottak, amiknek tudatában ők nem álltak. Ezek következtében az ő döntésük tudatosnak mondható e, szerencsének, vagy balszerencsének.
Hogy vajon mi hogyan vélekedünk arról, hogy vajon ezek a történetek véletlenek, balszerencse, vagy tudatos döntések voltak e a szereplők részéről, és milyen okból gondoljuk azt."
"3878","s20891","hun","Tudjuk-e vagy csak azt gondoljuk, hogy tudjuk bizonyos dolgok mivoltát? Mennyire befolyásolja ez a döntésünket?
Ezek vagy ehhez hasonló kérdések megválaszolására törekedhet a kutatás."
"3879","s20895","hun","Öntudatosság, mit tartunk valósnak és mi az amit annak képzelünk, illetve, hogy mi is határozza meg azt, hogy mi a valós."
"3880","s20897","hun","Az asszociációs régiók rövid idejű rögzítésének tesztelése"
"3881","s20899","hun","Talán a különböző nyelvek és a szövegértés kapcsolatával foglalkozik a kísérlet, de erre abból is következtettem, hogy a kutatás egy német egyetemről származik."
"3882","s20901","hun","Úgy gondolom, hogy azt vizsgálja mennyire tudnak az emberek elvonatkoztatni a történettől."
"3883","s20902","hun","A figyelmes és értő olvasás felmérése."
"3884","s20903","hun","Mindenképpen a szövegek feldolgozását kutatja."
"3885","s20904","hun","Hogy gondolkodnak az emberek a hiszek, tudatában vagyok szónak a jelentéséről különböző szituációkban. "
"3886","s20906","hun","Egy írott szövegből mennyire tudunk következtetéseket levonni az adott szereplő állapotáról, tudásáról plusz háttér információk ismeretében."
"3887","s20910","hun","Szövegek, információk értelmezését vizsgálni. "
"3888","s20937","hun","A célja talán a szövegértés , illetve az, hogy mennyire látjuk át ezeket a történeteket, mennyire tudjuk beleképzelni magunkat a másik gondolkodásmenetébe."
"3889","s20943","hun","döntésképesség kialakítása, félrevezetés észrevétele"
"3890","s20955","hun","Talán azt vizsgálhatja, hogy a különböző információs csatornák (szakvélemények, tanúsítványok, egyéb személyek) miként befolyásolják a vélekedésünk az információ megítélése kapcsán."
"3891","s20957","ger","idk"
"3892","s20963","ger","v"
"3893","s20975","ger","Gettier case"
"3894","s20983","ger","m"
"3895","s21030","eng","purpose of language"
"3896","s21042","ger","f"
"3897","s21086","ger","Denkmuster zu ergründen"
"3898","s21102","eng","Culturl differences in attributions"
"3899","s21103","eng","framing effect and attentional biases"
"3900","s21104","eng","To see if we rely on external factors more when deciding something is a fact or a belief"
"3901","s21105","eng","Testing our thought process of the situation"
"3902","s21106","eng","Perhaps it is to determine people's cognitive thinking patterns"
"3903","s21107","eng","Identifying how certain words or context can change our perceptions"
"3904","s21108","eng","It is to test our ability to remember information"
"3905","s21109","eng","to see if people think good luck or bad luck is related to their ability"
"3906","s21110","eng","To find out if people have good or bad reactions when something that is not within their control happens"
"3907","s21111","eng","I think the purpose was to understand what people know and what they believe in are 2 different things."
"3908","s21112","eng","how people judge a situation where they know the outcome but the people involved do not know"
"3909","s21113","eng","To examine how other situational factors affect our certainty of knowledge we had beforehand "
"3910","s21114","eng","Perceptions of good/bad luck in decision-making"
"3911","s21118","eng","understanding how individuals perceive other peoples decision making"
"3912","s21119","eng","to check our attentiveness"
"3913","s21121","eng","I think it is to see on what extent is our perception external or internal based. "
"3914","s21122","eng","To assess English language skills"
"3915","s21124","eng","Not sure:) "
"3916","s21125","eng","nil"
"3917","s21126","eng","testing of language and understanding of the stories"
"3918","s21128","eng","To gauge perceptions"
"3919","s21129","eng","looking at the way people perceive things and from a 3rd party perspective"
"3920","s21131","eng","interpretation of language"
"3921","s21132","eng","Perceptions of whether people think a mistake made is out of ability or luck"
"3922","s21135","eng","To find out how we perceive people's wrong conclusions."
"3923","s21138","eng","nil"
"3924","s21157","eng","to determine how one's opinion is affected by the circumstances around them"
"3925","s21159","eng","To find out if certain circumstances are attributable to one's luck or one's ability."
"3926","s21160","eng","Determine perception towards right and wrong"
"3927","s21161","eng","the purpose is to test out how the context will affect what we know or what we think we know"
"3928","s21162","eng","To test on whether participants' intuitive of their various scenarios would change based on what was stated on the paragraphs (whether they are knowledge of the topic)."
"3929","s21165","eng","To study how one inteprets a paragraph and how the phrasing will affect how people view the people in the scenario"
"3930","s21166","eng","I think the prupose of this study is to test whether participants are idea to identify things in real life and to be able to tell between a fake and a real"
"3931","s21167","eng","to test our understanding of the text that was given to us"
"3932","s21169","eng","people's perception"
"3933","s21170","eng","Test how we perceive honest mistakes? Seems a bit obvious, but unsure overall"
"3934","s21171","eng","To understand the predicament that the subject in the case example is in. Not fully sure as well."
"3935","s21172","eng","i think the purpose of the stidu is to find out about the perspective of individuals when they think they are right but instead they are wrong"
"3936","s21173","eng","nil"
"3937","s21175","eng","perception of the situation"
"3938","s21176","eng","To access whether we perceive things as good or bad. Not sure!"
"3939","s21177","eng","Alertness on boring task?"
"3940","s21178","eng","Perception"
"3941","s21179","eng","Ability to read and understand long passages"
"3942","s21183","eng","dont know"
"3943","s21185","eng","To understand our perception"
"3944","s21186","eng","To see how one understand different scenarios and see if its luck or natural "
"3945","s21187","eng","Investigate cognitive responses and self-esteem afterwards"
"3946","s21188","eng","I guess this is about how we perceive what we see and what we know?"
"3947","s21189","eng","attribute decision making to the different circumstances"
"3948","s21190","eng","To evaluate if we think that a person' ability to identify things in their environment is based on a person's luck or ability. "
"3949","s21192","eng","to determine a perception based on a given circumstance"
"3950","s21193","eng","about individuals perception?"
"3951","s21194","eng","The purpose is to evaluate an individual's perceptions on issues that seem controversial and both answers might be correct."
"3952","s21214","ger","lkcylkc"
"3953","s21231","rus","не знаю"
"3954","s21241","rus","не знаю"
"3955","s21256","rus","не знаю"
"3956","s21260","rus","не знаю"
"3957","s21263","rus","проверить на логику"
"3958","s21269","rus","Цель - выяснить сколько человек делают выводы основываясь на фактах, а сколько на личных представлениях - бездоказательно."
"3959","s21300","rus","ЦЕЛЬ ИССЛЕДОВАНИЯ"
"3960","s21305","rus","визуальное восприятие обстановки с учетом анализа этой обстановки мозгом"
"3961","s21313","gre","δεν καταλαβα"
"3962","s21331","rus","нет"
"3963","s21333","rus","Исследование о том, как люди делают выводы не имея точных знаний и опираются только на свои ограниченные убеждения и личный опыт "
"3964","s21336","rus","Понять когнитивные искажения"
"3965","s21338","rus","как трактуется ситуация со стороны ""есть"" и ""кажется"""
"3966","s21339","rus","не могу оставить поле пустым))) стоит валидация на заполнение"
"3967","s21341","rus","Определить, какие факторы влияют на реальность восприятия той или иной ситуации"
"3968","s21358","rus","что-то о манипуляции доверием, фактами?"
"3969","s21361","rus","Идентификация факторов, влияющих на восприятие результатов когнитивной деятельности персонажей истории (как результата осознанной деятельности или как результата стечения обстоятельств), и определение вклада этих факторов. "
"3970","s21365","rus","Понять, как восприятие отражет реальность и где тут ложь"
"3971","s21378","ger","fdsfvsdv"
"3972","s21382","rus","Выявление объективного мышления"
"3973","s21388","rus","Оценка того, какое мнение люди могут считать обоснованным"
"3974","s21390","rus","Определить то как люди воспринимают понятия веры и знания на опосредованных ситуацях и понимание границ того что люди готовы относить к тому или иному понятию."
"3975","s21397","rus","Оценка представлений о вере и знании как о способах познания объективной реальности"
"3976","s21402","ger","Beobachtung von Aufmerksamkeit durch Hinzugabe oder Vorenthalten von Informationen"
"3977","s21403","ger","Interpretation von Erzählungen, Wirkung von Sprache."
